Latitude,Longitude,Type,Date,Part of a policing operation,Policing operation,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
52.430388,-1.824848,Person search,2018-01-02T00:50:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.386676,-1.499612,Person search,2018-01-02T01:16:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.386676,-1.499612,Person search,2018-01-02T01:16:00+00:00,,,,over 34,Mixed/Multiple ethnic groups - White and Black Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.543412,-2.104294,Person search,2018-01-02T01:55:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.543412,-2.104294,Vehicle search,2018-01-02T01:55:00+00:00,,,,,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,
52.543412,-2.104294,Person search,2018-01-02T01:55:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.531736,-2.063403,Vehicle search,2018-01-02T03:00:00+00:00,,,,,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,
52.414023,-1.546291,Person search,2018-01-02T03:00:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.414023,-1.546291,Vehicle search,2018-01-02T03:00:00+00:00,,,,,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,
52.414023,-1.546291,Person search,2018-01-02T03:00:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.425576,-1.51482,Person search,2018-01-02T05:06:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.562311,-1.878964,Person search,2018-01-02T06:09:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,FALSE
52.562311,-1.878964,Vehicle search,2018-01-02T06:09:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,,
52.562311,-1.878964,Person search,2018-01-02T06:09:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.386922,-1.455647,Person and Vehicle search,2018-01-02T06:17:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,TRUE,FALSE
52.386922,-1.455647,Person search,2018-01-02T06:17:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,TRUE,FALSE
52.562311,-1.878964,Person search,2018-01-02T06:19:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.575798,-1.817187,Person search,2018-01-02T06:19:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.562311,-1.878964,Person search,2018-01-02T06:24:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.385471,-1.462703,Person search,2018-01-02T15:51:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
52.587184,-2.01144,Person and Vehicle search,2018-01-02T16:00:00+00:00,,,,25-34,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,TRUE,FALSE
52.479549,-1.751519,Person search,2018-01-02T16:30:00+00:00,,,,,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,FALSE
52.387224,-1.466664,Person search,2018-01-02T16:40:00+00:00,,,,18-24,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.450741,-1.786186,Person search,2018-01-02T16:48:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.450741,-1.786186,Vehicle search,2018-01-02T16:48:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
52.583909,-1.97218,Person search,2018-01-02T18:05:00+00:00,,,,25-34,White - Any other White background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.436504,-1.798317,Person search,2018-01-02T18:25:00+00:00,,,,Oct-17,Mixed/Multiple ethnic groups - White and Black Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,TRUE,FALSE
52.436504,-1.798317,Person search,2018-01-02T18:31:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.438529,-1.794292,Person search,2018-01-02T18:38:00+00:00,,,,,Black/African/Caribbean/Black British - Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.438529,-1.794292,Person search,2018-01-02T18:38:00+00:00,,,,,Black/African/Caribbean/Black British - Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.521905,-1.865663,Person search,2018-01-02T20:24:00+00:00,,,,over 34,Mixed/Multiple ethnic groups - White and Black African,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,TRUE,FALSE
52.471519,-1.884615,Person search,2018-01-02T20:55:00+00:00,,,,,Black/African/Caribbean/Black British - African,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.471519,-1.884615,Person search,2018-01-02T20:55:00+00:00,,,,,Black/African/Caribbean/Black British - African,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.471519,-1.884615,Person search,2018-01-02T20:55:00+00:00,,,,,Black/African/Caribbean/Black British - African,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.471519,-1.884615,Person and Vehicle search,2018-01-02T20:55:00+00:00,,,,,Black/African/Caribbean/Black British - African,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.483246,-1.923739,Person and Vehicle search,2018-01-02T22:01:00+00:00,,,,25-34,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.482059,-2.11051,Person search,2018-01-02T22:42:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,TRUE,
52.429681,-1.839999,Person search,2018-01-03T00:47:00+00:00,,,,25-34,Asian/Asian British - Indian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.429681,-1.839999,Person and Vehicle search,2018-01-03T00:47:00+00:00,,,,25-34,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.429681,-1.839999,Person search,2018-01-03T00:47:00+00:00,,,,25-34,Asian/Asian British - Indian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.501828,-1.923471,Vehicle search,2018-01-03T00:48:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,TRUE,
52.501828,-1.923471,Person and Vehicle search,2018-01-03T00:48:00+00:00,,,,25-34,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,TRUE,FALSE
52.409861,-1.485002,Person and Vehicle search,2018-01-03T01:43:00+00:00,,,,25-34,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,FALSE
52.409861,-1.485002,Person and Vehicle search,2018-01-03T01:43:00+00:00,,,,25-34,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,FALSE
52.461702,-1.894693,Person search,2018-01-03T10:55:00+00:00,,,,,Asian/Asian British - Indian,Asian,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,,FALSE
52.451074,-1.733242,Person search,2018-01-03T12:12:00+00:00,,,,,White - Any other White background,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.499973,-1.984356,Vehicle search,2018-01-03T14:20:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,
52.499973,-1.984356,Person search,2018-01-03T14:20:00+00:00,,,,over 34,Asian/Asian British - Indian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,FALSE
52.499973,-1.984356,Person search,2018-01-03T14:20:00+00:00,,,,18-24,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,FALSE,FALSE
52.499973,-1.984356,Person search,2018-01-03T14:20:00+00:00,,,,18-24,Asian/Asian British - Indian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,FALSE,FALSE
52.547261,-1.896509,Person search,2018-01-03T14:43:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,FALSE
52.547261,-1.896509,Person search,2018-01-03T14:43:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,FALSE
52.547261,-1.896509,Person search,2018-01-03T14:43:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,FALSE
52.453397,-1.839722,Person search,2018-01-03T15:01:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
52.453397,-1.839722,Person search,2018-01-03T15:05:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
52.481934,-1.780175,Person search,2018-01-03T15:44:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.543206,-1.868576,Person search,2018-01-03T16:17:00+00:00,,,,Oct-17,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,FALSE
52.543206,-1.868576,Person search,2018-01-03T16:17:00+00:00,,,,,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,FALSE
52.600609,-2.074916,Person and Vehicle search,2018-01-03T16:22:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.543206,-1.868576,Person search,2018-01-03T16:24:00+00:00,,,,Oct-17,Mixed/Multiple ethnic groups - White and Black African,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.543206,-1.868576,Person search,2018-01-03T16:24:00+00:00,,,,Oct-17,Black/African/Caribbean/Black British - African,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.628231,-2.113952,Person and Vehicle search,2018-01-03T17:00:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,FALSE,FALSE
52.486887,-1.961344,Person search,2018-01-03T17:45:00+00:00,,,,25-34,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Article found - Detailed outcome unavailable,,FALSE
52.604102,-2.13143,Person search,2018-01-03T17:55:00+00:00,,,,,Black/African/Caribbean/Black British - Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,FALSE,FALSE
52.470711,-1.846387,Person and Vehicle search,2018-01-03T18:13:00+00:00,,,,18-24,Asian/Asian British - Bangladeshi,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.442624,-1.903565,Person and Vehicle search,2018-01-03T18:48:00+00:00,,,,18-24,Asian/Asian British - Indian,Asian,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,TRUE,FALSE
52.508451,-1.95356,Person search,2018-01-03T20:06:00+00:00,,,,over 34,White - Any other White background,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,
52.588058,-2.120386,Person search,2018-01-03T20:32:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.479133,-1.930666,Person and Vehicle search,2018-01-03T21:07:00+00:00,,,,,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.479133,-1.930666,Person and Vehicle search,2018-01-03T21:08:00+00:00,,,,,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.479133,-1.930666,Person and Vehicle search,2018-01-03T21:13:00+00:00,,,,,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.500575,-1.984312,Person search,2018-01-03T21:19:00+00:00,,,,18-24,Asian/Asian British - Indian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,FALSE
52.547503,-1.839645,Person search,2018-01-03T21:41:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,FALSE
52.420005,-1.974047,Person search,2018-01-03T23:41:00+00:00,,,,,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.391595,-1.736818,Person search,2018-01-03T23:42:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given penalty notice,FALSE,FALSE
52.418288,-1.972284,Person search,2018-01-03T23:44:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.49087,-1.924079,Person search,2018-01-04T00:02:00+00:00,,,,18-24,Black/African/Caribbean/Black British - African,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
